Metropolitan_Statistical_Area,beta_JantoJun2020_MAP,beta_JantoJul2020_MAP,beta_JantoAug2020_MAP,beta_JantoSep2020_MAP
"New York City-Newark-Jersey City, NY-NJ-PA MSA",1.98520265475219,2.02093654161491,1.60328926413838,1.28492562001493
"Los Angeles-Long Beach-Anaheim, CA MSA",0.388618693673225,0.390049291344795,0.390620849112909,0.473910326058686
"Chicago-Naperville-Elgin, IL-IN-WI MSA",0.542335817247951,0.557014233073225,0.538421104270089,0.597744151313588
"Dallas-Fort Worth-Arlington, TX MSA",0.536509140425059,0.532164571604375,0.524265992617408,0.527419438783395
"Houston-The Woodlands-Sugar Land, TX MSA",0.369011597388145,0.369559436559445,0.373734007851055,0.370357373704266
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",0.367257973499717,0.382561837665019,0.515235579578464,0.740934785739239
"Miami-Fort Lauderdale-West Palm Beach, FL MSA",0.482773659080124,1.09379077796716,0.533838270164243,0.997558190081844
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.443181364034047,0.929435932172084,0.494793345842775,1.10566613969673
"Atlanta-Sandy Springs-Alpharetta, GA MSA",0.441799664254313,0.450330578082049,0.429143656192649,0.428777760271812
"Phoenix-Mesa-Chandler, AZ MSA",0.510840672828756,0.489867266641756,0.533955912705882,0.451532860684514
"Boston-Cambridge-Newton, MA-NH MSA",0.343834220154158,0.819180855202278,1.18848074396188,0.727931306979548
"San Francisco-Oakland-Berkeley, CA MSA",0.294871756067765,0.271507009518042,0.345720923277777,0.300843372472758
"Riverside-San Bernardino-Ontario, CA MSA",0.380973219498906,0.3739686804488,0.445329434882221,0.368921682090545
"Detroit–Warren–Dearborn, MI MSA",0.843354167362526,0.82999986310483,0.851341884533674,0.78428437510168
"Seattle-Tacoma-Bellevue, WA MSA",0.912857977371064,1.30620364019752,1.66541726509047,1.42636559687268
"Minneapolis-St. Paul-Bloomington, MN-WI MSA",0.665231917804262,0.713644599412554,0.528263534906318,0.531192524783901
"San Diego-Chula Vista-Carlsbad, CA MSA",0.349624557637782,0.853745499599898,0.325680910894643,0.330538193280278
"Tampa-St. Petersburg-Clearwater, FL MSA",0.417016065820397,0.437320430337384,0.434574745120516,0.515197052019734
"Denver-Aurora-Lakewood, CO MSA",0.367598127292589,0.866336085560622,0.637003178654778,0.369373023700387
"St. Louis, MO-IL MSA",0.533982547566627,0.544043536025505,0.492119005960331,0.544471089485878
"Baltimore-Columbia-Towson, MD MSA",0.42698347472893,0.805579975417778,0.423297633647111,0.751156935905544
"Charlotte-Concord-Gastonia, NC-SC MSA",0.550661047244009,0.521002637031966,0.61611479108477,0.502825354478045
"Orlando-Kissimmee-Sanford, FL MSA",1.02938489591589,0.76458232942026,0.91500179906764,1.44691009919384
"San Antonio-New Braunfels, TX MSA",0.25965310751715,0.261708336396612,0.386658550402002,0.247572073229535
"Portland-Vancouver-Hillsboro, OR-WA MSA",0.343367132481699,0.357142410213796,0.335096997628258,0.343710725035169
"Sacramento-Roseville-Folsom, CA MSA",0.558038052170796,0.487422108716378,0.279546808267705,0.269763295938981
"Pittsburgh, PA MSA",0.508382506405371,2.84387941194933,1.03360891944204,1.56820979067699
"Las Vegas-Henderson-Paradise, NV MSA",0.421437074967485,0.40066545658909,0.397313768387403,0.393561598297305
"Austin-Round Rock-Georgetown, TX MSA",1.02394181718066,0.690417580007219,0.699842726044444,0.865282159125678
"Cincinnati, OH-KY-IN MSA",1.20929679152773,0.718173965952706,1.88343451599641,0.557504540008366
"Kansas City, MO-KS MSA",0.521839756705752,0.528714772968558,0.405234402233382,0.415380915160641
"Columbus, OH MSA",0.97571334892305,0.885894699902514,1.2977509448778,0.712928246766234
"Indianapolis-Carmel-Anderson, IN MSA",0.505671710619956,0.514262971023395,0.506458328100405,0.514284692252984
"Cleveland-Elyria, OH MSA",0.495109762470311,0.486257204667498,0.508682651915282,0.980094685606622
"San Jose-Sunnyvale-Santa Clara, CA MSA",0.660323930646042,0.57969434372905,1.06595768206249,1.40888896481286
"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",0.532034844546659,0.944142269231009,0.758118697766932,0.564079004395848
"Virginia Beach-Norfolk-Newport News, VA-NC MSA",0.384487379118123,0.381166238457275,0.3939824245943,0.480826056120847
"Providence-Warwick, RI-MA MSA",0.673263976120768,0.658053233071231,0.661823200045447,0.73355564231212
"Milwaukee-Waukesha, WI MSA",0.846392564598289,0.781247886764523,0.864806248919147,0.874050856086455
"Jacksonville, FL MSA",0.66997584367488,2.28847487005381,0.453061183947254,2.05555706726608
"Oklahoma City, OK MSA",1.05540214893212,1.55934863015553,1.17874124576044,1.14646426809196
"Raleigh-Cary, NC MSA",0.315084938861154,0.30590680380468,0.321068864709721,0.317021274231781
"Memphis, TN-MS-AR MSA",0.653803148610184,0.603009203255646,0.656131108444957,0.658549285619083
"Richmond, VA MSA",0.357211712685602,0.360554751366889,0.362694124811214,0.901366013291106
"New Orleans-Metairie, LA MSA",0.913561066821848,1.2586494276276,1.34554034467737,0.635906811548401
"Louisville/Jefferson County, KY-IN MSA",0.374459617028432,0.398740756804527,0.386665536537743,0.418202643327911
"Salt Lake City, UT MSA",0.35188028534937,0.348977492790211,0.387786417768762,0.401702040246213
"Hartford-East Hartford-Middletown, CT MSA",1.30829818430216,1.80991608585415,1.54842121387748,0.863706539849916
"Buffalo-Niagara Falls, NY MSA",2.20375119950031,1.74443056324752,1.33133731085492,0.954635240443372
"Birmingham-Hoover, AL MSA",1.32536298469563,1.91292318495398,1.62733688994124,2.2556795459519
"Grand Rapids-Kentwood, MI MSA",1.19145993449646,0.413385828915639,0.628963952786928,0.682037624893185
"Rochester, NY MSA",0.718900187314893,0.794466580444883,0.970833546648597,0.847689197158959
"Tucson, AZ MSA",0.507771490940511,0.489851458166584,0.545015730859629,0.485237717429474
"Fresno, CA MSA",0.357629876986222,0.344718976487267,0.343758865450575,0.349815791999502
"Tulsa, OK MSA",0.442090019922303,0.429095508446828,0.419329540688276,0.434724950416747
"Urban Honolulu, HI MSA",1.17364519114494,0.359954585928764,0.473068554400627,0.603383637775882
"Omaha-Council Bluffs, NE-IA MSA",7.63232915210163,2.67975151814866,2.05329583520967,0.276282619113888
"Worcester, MA-CT MSA",0.50276142330167,0.508629387265204,0.494282142575453,0.492928000677906
"Bridgeport-Stamford-Norwalk, CT MSA",0.699593411449092,1.57689288952925,1.06368484561838,0.746359277295307
"Greenville-Anderson, SC MSA",1.37521769704489,1.11312789065099,0.911858978669004,0.779217115965121
"Albuquerque, NM MSA",0.295123911577693,1.03857130501932,1.30792713196521,0.77907641694491
"Bakersfield, CA MSA",0.745982688860468,0.69679990679643,0.78348157796828,1.33685722727212
"Albany-Schenectady-Troy, NY MSA",0.663396003976681,0.646242507533142,0.668899253813376,0.674200508158933
"Knoxville, TN MSA",0.456441213231087,0.422126452595048,0.495832310931867,0.54439449236916
"McAllen-Edinburg-Mission, TX MSA",10.2246613805249,1.69130516158244,1.42079798428564,1.72571613619116
"Baton Rouge, LA MSA",2.53761040025467,3.12234803368374,0.921642162083411,1.473570153427
"New Haven-Milford, CT MSA",1.0545402991547,1.55065133561633,0.920447153538476,1.10723959596824
"Oxnard-Thousand Oaks-Ventura, CA MSA",0.353094839900785,0.340712174372047,0.42604589901452,0.61272477191826
"El Paso, TX MSA",0.383940858484262,0.310620662540146,0.316578735572179,0.314672724469891
"Allentown-Bethlehem-Easton, PA-NJ MSA",0.480535738720963,0.480505667690903,0.489389047006296,0.48504705575104
"Columbia, SC MSA",0.404888804008572,0.419264859745816,0.472923108117084,0.472280178956679
"North Port-Sarasota-Bradenton, FL MSA",0.312998931775861,0.315236752799319,0.335856287492598,0.842240364091728
"Dayton-Kettering, OH MSA",1.70071189278127,1.86595941831994,1.61930692674266,2.15659722963589
"Charleston-North Charleston, SC MSA",0.495414247134632,0.514515653473194,0.484531777102774,0.479157515033432
"Greensboro-High Point, NC MSA",4.30987622395717,2.81094643887421,1.82179959882596,1.247894824977
"Cape Coral-Fort Myers, FL MSA",0.378192350116406,0.390730298106792,0.383511085564014,0.691926108325828
"Stockton, CA MSA",0.541997169105586,0.398018747739087,0.475152329419813,1.83775096939064
"Boise City, ID MSA",0.514121020392256,0.520113754077285,0.516846188445769,0.532633926611163
"Colorado Springs, CO MSA",0.545291219453011,0.564405799011241,0.594554463391826,0.560784425670966
"Little Rock-North Little Rock-Conway, AR MSA",0.454553603843659,1.0635964223539,0.639636693918898,1.81141642870305
"Lakeland-Winter Haven, FL MSA",0.37468828099887,1.4465511179121,1.40486031097988,3.48328886836289
"Akron, OH MSA",0.558699864033658,0.588592328106471,0.455073314035151,0.572028809154034
"Des Moines-West Des Moines, IA MSA",3.3307453359526,2.46097835299983,0.400941559207286,0.404730241882491
"Springfield, MA MSA",0.671493078542462,0.687893636813108,0.685271141189613,0.667799425939291
"Ogden-Clearfield, UT MSA",0.361828922946581,0.346118374915664,0.622056374775086,0.411048092414525
"Poughkeepsie-Newburgh-Middletown, NY MSA",1.89214312730105,0.750384016584597,0.799036559720235,0.756897687877379
"Winston-Salem, NC MSA",0.370156581265411,0.378607052980516,0.364517098575192,0.382907407874265
"Deltona-Daytona Beach-Ormond Beach, FL MSA",0.33842554109424,0.33771932842406,0.333693552713893,0.608766803743298
"Madison, WI MSA",0.331516543407352,0.579540295582386,0.954533855539571,0.66826948131516
"Syracuse, NY MSA",1.10689965005491,1.29338528097893,1.19326845303358,1.20015631340685
"Provo-Orem, UT MSA",0.40008358925704,0.407531182561552,0.652477214742283,0.585271304713099
"Durham-Chapel Hill, NC MSA",0.569240103564778,0.611520721721055,0.6445196583342,0.589193902780549
