State,beta_JantoJun2020_MAP,beta_JantoJul2020_MAP,beta_JantoAug2020_MAP,beta_JantoSep2020_MAP
Alabama,1.71369721989281,1.14480813953989,1.89463606509088,0.470995573928252
Alaska,0.583316554343328,0.672141254240823,0.485183230171433,0.873250481829406
Arizona,0.516855858286407,0.498501456720009,0.54671472046932,0.489966775787682
Arkansas,0.619685246872846,0.628032792752219,0.593618400416703,0.624515647880233
California,0.475531150153369,0.293081525430208,0.812331155044635,0.551046782964236
Colorado,1.0854216836739,1.16558324204357,0.914562039096737,1.4823043218704
Connecticut,0.866105878985442,1.65478787557929,0.722639455199101,0.76681367835678
Delaware,1.14357406679248,1.02451461256092,0.849387388023585,0.714242364508261
Florida,0.450239859451424,0.441937655437489,0.461772231966945,0.488531031899874
Georgia,0.437021188768798,0.478035132944296,0.444855383592883,0.965074476802931
Hawaii,0.472559387710163,1.08968758435745,0.46441851706456,1.083387242129
Idaho,0.439677746021592,0.475004805269829,0.444074345877878,0.50246870522726
Illinois,0.554282244297146,0.561101974670961,0.586902892671162,0.9423633505436
Indiana,0.502240178994784,0.519091117461179,0.506906748024657,0.49258983929685
Iowa,0.548691878675267,0.568095999527993,0.490555731300844,0.326294313040304
Kansas,1.75616621753178,0.66719384106867,0.507828233554607,0.456584865085486
Kentucky,0.389107346089317,0.388163337626622,0.379071223560407,0.581743707244387
Louisiana,1.254984020832,1.45046461857162,1.50298844462176,3.33603204230066
Maine,2.45923097354021,1.85771496304243,1.71818636999353,1.2519812474683
Maryland,0.408586032357527,0.623364992497133,0.7104844437488,0.525901232415964
Massachusetts,0.353110041710203,0.735864355828497,0.649884004559418,0.958466889948728
Michigan,0.756625417526518,0.770877676348401,0.765004226417257,0.750569709432878
Minnesota,0.751482724411052,0.725049213663164,0.952236956663545,0.46924700163787
Mississippi,0.753395045516825,0.751825157639797,0.712174898609329,2.18651421164638
Missouri,0.580646153622026,0.605624560225828,0.857249138132036,0.578334429880809
Montana,0.421468768177719,0.903212172142253,0.471403948412414,1.0059738140199
Nebraska,1.62735244508761,0.357486892970651,0.286734928038862,0.232102658581905
Nevada,0.420561754481731,0.416792567750092,0.437939627559159,1.72457507216502
New Hampshire,0.336381932255577,0.971401366366789,0.409191293395277,0.390663098878694
New Jersey,0.632299053490926,0.609011973723761,0.631049936873854,0.619763006502495
New Mexico,0.557370125248334,0.741195077366202,0.886170628595601,0.361466412606906
New York,2.13926108976192,2.07984569726455,1.73372605294782,1.99078138725045
North Carolina,0.459121791615136,0.471029271400178,0.446915917792426,0.461320017203278
North Dakota,0.935627593313647,0.95059649871925,0.595124998574886,0.589574453841053
Ohio,1.28702257063935,0.902230603544005,0.962396400678064,1.3141942324966
Oklahoma,0.446501390342493,0.458274747738787,0.713121791849013,0.452723395338446
Oregon,0.323024114926598,0.323577942402217,0.719997399399664,0.963210776980492
Pennsylvania,0.45776350386165,0.965756529500148,0.429604866960496,0.46155993519924
Rhode Island,0.337117598625991,0.323636462127107,0.320206827586446,0.319648653240273
South Carolina,0.443207387846983,0.441927206164464,0.960745238651763,0.436264877317365
South Dakota,0.287689419250744,0.285101678504371,0.288808482397964,0.288235964900463
Tennessee,0.541494820012864,0.513045712387587,0.535599025595574,0.54850910997218
Texas,0.353543537646638,0.331049000669478,0.349913113987811,0.352589395604041
Utah,0.425396245256241,0.398918503051772,0.49369668179467,1.0213525558903
Vermont,0.430427846213593,0.456937799884411,0.432045524625789,0.457487214839786
Virginia,0.760566134607724,0.760008496963403,0.980143453670276,0.808626913704374
Washington,0.480838590409784,0.556305533019097,0.493238246749721,0.443780354442759
West Virginia,1.91422586927788,1.0234934504713,0.72143220184321,0.764866290313933
Wisconsin,3.52765929350691,2.00151181577731,1.01946673497744,1.60138703302608
Wyoming,1.08822825661227,0.572795965929493,0.733985362015911,0.657803463641368
