Metropolitan_Statistical_Area,beta_JantoJun2020_MAP,beta_JantoJul2020_MAP,beta_JantoAug2020_MAP,beta_JantoSep2020_MAP
"Grand Rapids-Kentwood, MI MSA",1.06891022939486,0.413385828915639,0.339383172677713,0.601119877623413
"Rochester, NY MSA",0.838106024672284,0.735889350221382,0.773891103750634,0.841199383747103
"Tucson, AZ MSA",0.507771490940511,0.489851458166584,0.474807599720086,0.465265080496822
"Tulsa, OK MSA",0.369203353898141,0.349833784992347,0.349317101869168,0.334403609032406
"Fresno, CA MSA",0.442090019922303,0.429095508446828,0.415505374403909,0.412778883379489
"Urban Honolulu, HI MSA",1.31278404235303,0.359954585928764,0.691825687199636,0.443743171461292
"Omaha-Council Bluffs, NE-IA MSA",1.93337939889772,2.01876514369384,0.255492547383174,3.72311703991153
"Worcester, MA-CT MSA",0.522957608703458,0.508629387265204,0.51095885911625,0.472237046686211
"Bridgeport-Stamford-Norwalk, CT MSA",0.673739829746997,0.68319350959316,0.661602373849116,0.671574236795254
"Greenville-Anderson, SC MSA",1.11666850216222,1.11312789065099,0.862302806914413,0.752606702267735
"Albuquerque, NM MSA",0.296613992928071,1.03857130501932,0.313405936504899,0.297167133127268
"Bakersfield, CA MSA",0.518298725000762,0.69679990679643,0.699495879587645,0.723818163760722
"Albany-Schenectady-Troy, NY MSA",0.70872278746825,0.646242507533142,0.642383742712261,0.640682547149593
"Knoxville, TN MSA",0.423124183442535,0.422126452595048,0.452282978345228,0.402136998569298
"McAllen-Edinburg-Mission, TX MSA",1.79495526097686,1.69130516158244,1.8003636491073,1.9366613694671
"Baton Rouge, LA MSA",1.87451430860554,3.12234803368374,0.94126583449248,1.02746613094508
"North Port-Sarasota-Bradenton, FL MSA",0.976944215078156,1.02578873925147,0.953067877385803,2.18239836762808
"New Haven-Milford, CT MSA",0.355219697883402,0.340712174372047,0.376620722974911,0.517040409702882
"Columbia, SC MSA",0.476124260794019,0.319772376699431,0.30805744193833,0.390252205638508
"Allentown-Bethlehem-Easton, PA-NJ MSA",0.467069887626533,0.480505667690903,0.462489557868227,0.460221102105225
"El Paso, TX MSA",0.436685035259611,0.419264859745816,0.375501713421349,0.387164359451253
"Oxnard-Thousand Oaks-Ventura, CA MSA",0.312998931775861,0.315236752799319,0.29842294879439,0.320470250256121
"Charleston-North Charleston, SC MSA",1.05783063657853,1.62122038984159,1.12931525887329,1.52221717807416
"Dayton-Kettering, OH MSA",0.495414247134632,0.514515653473194,0.746007639008281,0.416668982521061
"Cape Coral-Fort Myers, FL MSA",0.802071848054809,1.579731339453,1.27384395655571,1.10653044443856
"Greensboro-High Point, NC MSA",0.378192350116406,0.390730298106792,0.467860512888244,0.349108649461025
"Boise City, ID MSA",0.541997169105586,0.398018747739087,0.522909593445265,0.827468664969903
"Stockton, CA MSA",0.514121020392256,0.520113754077285,1.26498284449654,0.562672787668655
"Colorado Springs, CO MSA",0.527688716100739,0.564405799011241,0.601764306436586,0.53696100890307
"Little Rock-North Little Rock-Conway, AR MSA",0.483711239736134,1.0635964223539,0.395046933612775,0.438589812144659
"Lakeland-Winter Haven, FL MSA",0.37468828099887,1.4465511179121,1.75428062937866,0.383745312527948
"Des Moines-West Des Moines, IA MSA",0.465261706131024,0.528739005377721,0.461697541141597,0.551171829490737
"Akron, OH MSA",1.01226260747729,2.46097835299983,0.419545635816459,0.489059433445341
"Springfield, MA MSA",0.669544675311237,0.687893636813108,0.656824898331175,0.690771927139283
"Ogden-Clearfield, UT MSA",0.361828922946581,0.346118374915664,0.326947683437992,0.504918876774108
"Deltona-Daytona Beach-Ormond Beach, FL MSA",0.757799962123556,0.750384016584597,0.79913571547898,0.740106064623048
"Winston-Salem, NC MSA",0.354677756033601,0.362599428795455,0.385419969598881,0.354693155034455
"Poughkeepsie-Newburgh-Middletown, NY MSA",0.33842554109424,0.33771932842406,0.309874006814039,0.295640282259086
"Madison, WI MSA",0.456234924651825,0.579540295582386,0.871834398632112,0.321566652367064
"Provo-Orem, UT MSA",1.05734295008777,1.17155604925045,1.1533564905334,1.18536787064102
"Durham-Chapel Hill, NC MSA",1.05191895610873,0.39944521595716,0.463119078244033,0.390161014255074
"Syracuse, NY MSA",0.572168542321838,0.594539117845846,0.66579813861197,0.704659387262702
"Wichita, KS MSA",1.05242301463367,0.720525297522544,0.514842288616756,0.895021028592815
"Toledo, OH MSA",0.45786229057765,0.560508526523546,0.474259583667769,0.488840499543784
"Augusta-Richmond County, GA-SC MSA",0.537980046367624,1.04359768762263,1.55607303561042,0.75112844353898
"Palm Bay-Melbourne-Titusville, FL MSA",0.696287339466309,0.842385198017739,4.21671443831031,1.89835492655605
"Jackson, MS MSA",0.593995985931598,0.663771211960941,1.32527864969758,0.62133686416069
"Harrisburg-Carlisle, PA MSA",0.322299853390643,0.788212637636893,0.302841160509354,0.449411890581079
"Spokane-Spokane Valley, WA MSA",0.322496605988707,0.306291101450587,0.27577340119547,0.289602940815937
"Chattanooga, TN-GA MSA",0.588449062927597,0.4535526176494,0.460509089508172,0.445729700910144
"Scranton–Wilkes-Barre, PA MSA",0.478090905829287,0.498002159694144,0.456137138430179,0.474545802111454
"Modesto, CA MSA",0.308309595083378,0.427875468309085,0.307131344974725,0.287886988857395
"Fayetteville-Springdale-Rogers, AR MSA",0.422183142631888,0.406630993001621,0.367975821937695,0.381043598812262
"Lansing-East Lansing, MI MSA",0.651993136682773,0.589179561328668,0.572926411846628,0.532494539198098
"Lancaster, PA MSA",1.89846540748619,1.39666622296111,3.36619381056024,1.68969686984631
"Portland-South Portland, ME MSA",0.481883246325746,0.534706233782849,0.468889151568374,0.41651847914201
"Youngstown-Warren-Boardman, OH-PA MSA",0.962295407630306,1.90764262803562,0.809551932874637,0.657386008370773
"Fayetteville, NC MSA",0.814719128594585,0.399870519587231,0.480795111363042,0.463280897773569
"Lexington-Fayette, KY MSA",0.367082356129995,0.355802420782195,0.325241701675845,0.316101995491384
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",0.427499449385551,0.459783341728552,0.362803323798639,0.465794910225809
"Pensacola-Ferry Pass-Brent, FL MSA",0.520944530341599,0.263343048682102,0.556735134235293,1.1092710521622
"Port St. Lucie, FL MSA",0.288015333899128,0.307220162351745,0.244818197157514,0.257579083038301
"Santa Rosa-Petaluma, CA MSA",1.0144426971936,1.16206346163541,1.74354787307768,2.26675068815427
"Lafayette, LA MSA",0.539190456318558,0.542286767554282,0.558883689834681,0.547763586825906
"Huntsville, AL MSA",0.34690096395255,0.329316562463381,0.3240409325886,0.31778069004013
"Reno, NV MSA",0.553984151631515,0.555338999634547,0.676169550534909,0.617778865505551
"Springfield, MO MSA",0.352823316884612,0.368303823603167,0.414177599605364,0.435358528408288
"Visalia, CA MSA",0.492352121728309,0.31292972905805,0.290246159208926,0.332297497124713
"Killeen-Temple, TX MSA",1.81877241718044,1.70270140004963,1.33771196809545,1.31754816739925
"Asheville, NC MSA",0.450785334135414,0.560002066713776,0.473151792620238,0.485584104201156
"York-Hanover, PA MSA",0.358996070889724,0.983488624820365,0.342251705695262,0.33579403465532
"Vallejo, CA MSA",1.31221986923013,1.2755494481663,1.06830705369516,6.55837482956
"Santa Maria-Santa Barbara, CA MSA",1.42633097688092,0.74036842357508,0.969514100946458,0.797138962436601
"Salem, OR MSA",0.907573178945026,1.12751608566237,0.90137921164229,1.29666845028712
"Salinas, CA MSA",0.400269134582156,0.428245570884959,0.396917776653749,0.364993710893138
"Corpus Christi, TX MSA",0.758663609539774,0.907967576222011,0.376493220535524,0.69504100527294
"Mobile, AL MSA",6.92808793417467,6.53349416845932,2.07066325816111,3.90230321345358
"Brownsville-Harlingen, TX MSA",0.367847108442776,0.392918049748593,1.96576243218534,0.871017567397823
"Salisbury, MD-DE MSA",0.348234957876089,1.80819449712858,0.302911661751955,1.55538701977382
"Reading, PA MSA",0.964813617954255,0.986660347975709,2.61091332671961,1.33310945682317
"Gulfport-Biloxi, MS MSA",0.361906157677479,0.369043673420231,1.21765361933765,0.763775096891886
"Manchester-Nashua, NH MSA",2.72115075217147,1.29375160446011,0.39674027626687,3.95190446455274
"Fort Wayne, IN MSA",0.84018711265971,0.749617388741675,0.67478861521918,1.01610989968281
"Flint, MI MSA",3.51693490851744,1.90892878686506,0.826022981101718,0.696717994198424
"Anchorage, AK MSA",0.391923421907806,0.244815726789558,0.286047840722285,0.240509917767657
"Peoria, IL MSA",0.376959067327343,0.384408301772329,0.334866195363731,0.30596062172256
"Canton-Massillon, OH MSA",0.7922642989374,0.521519624466672,0.606893614207191,0.468517946352361
"Savannah, GA MSA",0.491541831235523,0.530878420935975,0.497832098642838,0.567259664266845
"Naples-Marco Island, FL MSA",0.39282351468232,2.33732988869144,0.569148339250108,0.33023882481616
"Shreveport-Bossier City, LA MSA",1.00273980250952,2.13132553756948,4.35313919597401,1.13924923522387
"Beaumont-Port Arthur, TX MSA",0.312315491444141,0.320586365511899,0.412424421942976,0.28503398122725
"Tallahassee, FL MSA",0.483807922509677,0.462408849432353,0.438751709875171,0.4174937552033
"Eugene-Springfield, OR MSA",0.328497102734582,1.4254944804679,0.823720791283256,1.01837634492004
"Davenport-Moline-Rock Island, IA-IL MSA",0.908963524626466,1.37497077643443,0.51204354405957,0.467951432188122
"Ocala, FL MSA",0.770286558144199,0.398608902648764,1.32615588655178,0.865953964433963
"Montgomery, AL MSA",1.24846365071964,1.09770689804875,1.88759552295202,1.06660694151368
"Hickory-Lenoir-Morganton, NC MSA",0.435260662294031,0.451389021964055,0.45360359390303,0.439385366860094
"Trenton-Princeton, NJ MSA",0.875397709669147,0.853709953925406,0.951619304197977,2.08211178598881
"Ann Arbor, MI MSA",0.64678503511584,0.871003030030615,0.747434437312507,0.561696767036855
"Fort Collins, CO MSA",0.624140604882578,0.696698155724143,0.501678469602204,0.570767989871566
"Huntington-Ashland, WV-KY-OH MSA",0.388050317441548,0.360491763174239,0.416583471418798,0.366731402806744
"Lincoln, NE MSA",0.722335292760984,1.46719403444688,0.371095271941231,0.712360998645315
"Rockford, IL MSA",0.648611734497435,0.856514525365873,0.418484355979329,0.230681498136589
"Greeley, CO MSA",0.522956052515883,0.478206595682543,0.761375090224073,0.454360891456326
"Gainesville, FL MSA",1.59673146075515,1.08212704458681,1.22713514335942,1.02563960612801
"Boulder, CO MSA",0.571394418117658,1.65441739133632,0.583306917727716,0.537119765554108
"Lubbock, TX MSA",0.45194007011453,0.457162875268951,0.448404158555185,0.5814897205877
"Spartanburg, SC MSA",0.742364518216081,0.289837336312272,0.592988812105988,0.284635623618296
"Green Bay, WI MSA",0.441115300582723,0.411155188700253,0.39655515702561,0.440554714795625
"South Bend-Mishawaka, IN-MI MSA",0.358997508864884,0.361293167773352,0.348702358779261,0.3308278558266
"Columbus, GA-AL MSA",0.333534123692364,0.341618748132593,0.351518522754334,0.317786230053116
"Evansville, IN-KY MSA",1.33841036732995,1.29214723888491,0.649322790810227,0.432565076175548
"Clarksville, TN-KY MSA",0.444695802287708,0.558661605080328,0.435146661158422,0.517121741884089
"Roanoke, VA MSA",0.341350318403993,0.296426569568835,0.542356353692723,0.980427674683985
"Kingsport-Bristol, TN-VA MSA",0.314122955003831,0.306088188708609,0.531546862658862,0.341356190491277
"Kennewick-Richland, WA MSA",0.645220457002385,0.680078033909214,0.570957304372897,0.587197724843556
"Wilmington, NC MSA",0.570138535528746,0.628932955578681,0.687071215529025,0.562836026490111
"Olympia-Lacey-Tumwater, WA MSA",0.320108076708042,0.328428211009861,1.31701405657025,1.94532006889531
"Hagerstown-Martinsburg, MD-WV MSA",0.385064521555262,0.460474134727332,0.357346135409788,0.404575852969627
"Crestview-Fort Walton Beach-Destin, FL MSA",0.579067635542397,1.00695941494992,0.30337645451602,0.539868813450761
"Duluth, MN-WI MSA",0.491379175299164,0.506069774979013,0.417691527751235,0.398694568354602
"Utica-Rome, NY MSA",0.292951852964719,0.277618681634506,0.307155916019726,0.292897781325657
"Longview, TX MSA",0.416042148245496,0.494722450263581,0.386351104405075,0.372234134076103
"San Luis Obispo-Paso Robles, CA MSA",1.13202908347097,0.949140695801834,0.779437301833945,0.911446924087903
"Merced, CA MSA",0.769424979249601,1.00557839779594,1.77802474643119,2.8861694820632
"Laredo, TX MSA",0.529124261339826,0.611103567900128,0.697420939227423,0.371822288118823
"Waco, TX MSA",6.26988502370414,7.65893603462374,2.25805390722847,8.69904792114782
"Cedar Rapids, IA MSA",0.372860331617201,0.371261198019705,0.523152794305694,0.355213418247487
"Sioux Falls, SD MSA",0.707631378888305,0.628477282612461,0.643642292016608,0.590999832878315
"Bremerton-Silverdale-Port Orchard, WA MSA",0.320366351287722,0.314210219287974,0.364468907711835,0.294621177472866
"Santa Cruz-Watsonville, CA MSA",0.853001931231837,1.47747127598832,0.482805797464403,0.604564825063255
"Erie, PA MSA",0.342201079980484,0.603250910948398,0.318401018915959,0.325895232615906
"College Station-Bryan, TX MSA",0.700402409992428,1.1311120872224,0.54144593862622,0.580997746240423
"Kalamazoo-Portage, MI MSA",1.33663527113928,1.98494937233704,0.433461813909876,2.0444330196713
"Amarillo, TX MSA",0.469377726796563,0.93525378064933,0.550484082165406,0.987727408461511
"Norwich-New London, CT MSA",0.9921831036389,1.31349298223254,5.03528089561005,2.07350636152163
"Lynchburg, VA MSA",0.392362696541636,0.412213835881493,0.612563320561899,0.36392237369857
"Atlantic City-Hammonton, NJ MSA",0.310027591363141,0.320673073809758,1.2148164667561,0.283084130005074
"Charleston, WV MSA",0.983025730627781,0.702078533931049,1.45170671012938,0.92982026728796
"Tuscaloosa, AL MSA",0.367650979095769,0.368657452585103,0.300385101250762,0.280755482639941
"Yakima, WA MSA",0.440827370310052,0.445750738417586,0.38848723364711,0.418996493669148
"Fort Smith, AR-OK MSA",0.584744552308706,0.521066051898911,0.514428880135732,0.768862475353377
"Fargo, ND-MN MSA",0.829979404466555,0.559589712388774,0.451832135305713,0.332381695998385
"Prescott Valley-Prescott, AZ MSA",0.440366334109434,0.439055935092376,0.304163950192592,0.374466661791995
"Appleton, WI MSA",0.512441935531249,0.540910209067251,0.292256356869743,0.303240040500111
"Binghamton, NY MSA",0.862477258417875,0.531583637495914,2.20374898741981,0.422477304717356
"Tyler, TX MSA",0.451369224146337,0.307284553783676,0.318041701617145,0.36767677236572
"Lafayette-West Lafayette, IN MSA",0.666962867651773,0.358065306828764,0.3339470043806,7.40538570602422
"Bellingham, WA MSA",0.911621130893668,2.02306071357347,0.749095033399522,0.818321787070991
"Topeka, KS MSA",0.667106719726165,1.42090059025015,0.62451577791005,0.342657239187479
"Macon-Bibb County, GA MSA",0.525674331180913,0.546320480159058,0.707699324032641,0.556436199327791
"Daphne-Fairhope-Foley, AL MSA",0.957895969188929,0.887266336629318,2.17159637705068,0.741243557357646
"Hilton Head Island-Bluffton-Beaufort, SC MSA",0.333499857575473,0.37934483412436,0.359441280206044,0.367885385403683
"Champaign-Urbana, IL MSA",0.359687071802303,0.364882668417703,0.374700390935937,0.471762939431014
"Rochester, MN MSA",0.607622243622587,0.497413251133217,0.614247869077948,0.550798541242824
"Medford, OR MSA",0.293643955177542,0.290297930164223,0.558467694012376,0.300237525476064
"Las Cruces, NM MSA",0.620760786720397,0.478075188657745,0.475720073392639,0.513687558158567
"Burlington-South Burlington, VT MSA",1.26953757522983,1.10390029932158,2.0337454489546,0.883033688791784
"Charlottesville, VA MSA",0.891654066944783,0.474212994769467,0.421149477303777,0.373059742244977
"Yuma, AZ MSA",6.04430471328491,2.29655039191651,1.08211531446118,2.53466457716787
"Lake Havasu City-Kingman, AZ MSA",0.423842398737957,1.19588883592521,0.814229057853765,0.549607739299184
"Athens-Clarke County, GA MSA",0.607017501238267,0.950285918687073,0.726696343485098,0.456010214287131
"Barnstable Town, MA MSA",0.599997377874263,0.670088264527658,0.48514054783158,1.29851928238193
"Chico, CA MSA",1.2675835475268,0.739580727207276,0.963069896434201,2.51963764686084
"Lake Charles, LA MSA",0.491482090329619,0.480530405651946,0.527365194320801,0.502247906586799
"Columbia, MO MSA",2.47759481827806,1.06833635374821,1.65349716186564,1.76136796091696
"Houma-Thibodaux, LA MSA",0.360532155914508,0.379641459286246,0.856111038343172,0.360083045418626
"Gainesville, GA MSA",1.10047855337351,0.461579840165657,0.264592159850775,0.285221254031857
"Elkhart-Goshen, IN MSA",0.731156042340922,0.639338614743272,0.943778307487991,0.5997036478054
"Springfield, IL MSA",1.22989628161376,0.475862378130857,0.75674741043236,0.443378206662247
"Johnson City, TN MSA",0.645918520514522,0.572353736548779,0.368493994362968,0.491227346389061
"Florence, SC MSA",0.538554898901438,0.573621178242958,2.78265215992324,0.598092810179388
"Jacksonville, NC MSA",1.23604479440947,1.13645836209885,0.289834010969682,0.403274917340969
"St. Cloud, MN MSA",1.30472565016017,0.488805694086691,1.62488120741054,0.800727399530664
"Bend, OR MSA",0.269940210355089,0.281312472214854,1.05646104780407,0.314760429155685
"Monroe, LA MSA",0.583275681687019,0.593617944919012,2.61056696937939,3.08628659782475
"Racine, WI MSA",0.345281062955633,0.572657725854549,0.608736203913036,0.55277242404073
"Punta Gorda, FL MSA",1.25389536827885,0.851635351705422,0.527734083048463,0.719573037951553
"Saginaw, MI MSA",0.349732855145523,0.422979717500475,0.314147951060912,0.403432399013425
"Warner Robins, GA MSA",0.30718223531096,0.335491051400868,0.9637630178611,0.314286937427088
"Terre Haute, IN MSA",0.605147568776429,0.748740825561066,0.504105686089372,1.26967309484703
"St. George, UT MSA",0.850040101488713,0.615627475546698,1.84018382134733,0.615103612521981
"Billings, MT MSA",0.322294128801952,0.459386545556397,0.52424476412656,0.390624613268318
"Midland, TX MSA",1.06294839213258,4.00563384248249,1.01068443834097,1.4655589253493
"Dover, DE MSA",0.33582710383961,0.812597785848858,0.315499469116704,0.318951074546475
"Greenville, NC MSA",1.26552793460928,0.816070652343597,0.691524933089768,1.31056618761808
"Bowling Green, KY MSA",0.269823448236888,0.270929588949339,1.49789924106469,0.457425832360576
"El Centro, CA MSA",0.642791381170309,0.771996853287266,0.954937442102157,0.55121272892425
"Joplin, MO MSA",3.21146213470837,0.378961650733915,0.251349598583381,0.252904175304086
"Jackson, TN MSA",0.501313912040837,1.03011304173416,1.70364889888762,1.26775805938582
"Redding, CA MSA",0.417302246910789,0.424578327898391,0.421664948092796,0.40631411868621
"Kingston, NY MSA",0.254835596340893,0.263426023487707,0.253448462479042,0.261729055038052
"Yuba City, CA MSA",0.396828058269679,0.414796188175071,1.71849085904879,0.987865409195395
"Iowa City, IA MSA",0.598463442209068,0.587240466415214,0.560779300467052,1.48165148947489
"Muskegon, MI MSA",1.43705488432978,0.47303972608307,0.549421439506933,0.473699623984373
"Abilene, TX MSA",0.613128392521295,0.465908146928241,3.30663124300181,0.80246021169447
"Oshkosh-Neenah, WI MSA",4.05034203780964,0.733765353961065,0.900624603408169,2.25942454062209
"Burlington, NC MSA",2.19692109706094,2.96778843806444,1.48991322329947,2.29206648779929
"Panama City, FL MSA",0.618342675387025,1.31473924976753,1.2308738677196,2.32324208425096
"Bloomington, IL MSA",0.358426405115176,0.368203039112873,0.365751973611549,0.347028624316947
"Coeur d'Alene, ID MSA",2.50607349103476,2.22483390414391,2.17581909432794,3.47509535662572
"East Stroudsburg, PA MSA",0.781697011332343,1.11877359068482,1.38921850876902,0.534395846393639
"Eau Claire, WI MSA",1.58143277318853,0.739000830211376,0.71851601961217,0.554767686631623
"Pueblo, CO MSA",0.264056952127395,0.661525546483654,0.266687845541976,0.588524348481399
"Hattiesburg, MS MSA",1.38912740604177,0.732916403375058,0.325096305174678,0.296780001638395
"Bloomington, IN MSA",0.336119543195766,0.436902927744887,0.3858525276553,0.311099046628829
"Waterloo-Cedar Falls, IA MSA",0.553443790368878,0.525376531040439,0.558655438850004,0.649598972912772
"Kahului-Wailuku-Lahaina, HI MSA",1.29343268078298,0.440813441173433,0.31785309343068,0.489527768268383
"Odessa, TX MSA",1.51195296081896,1.59868041830288,2.41005430052546,0.713350237204508
"Blacksburg-Christiansburg, VA MSA",0.464422642499391,0.429557797439934,2.71784946313509,1.03389709914118
"Auburn-Opelika, AL MSA",0.884756840042733,0.260487486716536,0.384231761195585,1.49304150429148
"Wausau-Weston, WI MSA",0.646664003542618,1.26733267335234,0.454760965510704,0.494079968628265
"Janesville-Beloit, WI MSA",0.418884934274747,0.359118662434549,0.815331687256649,0.788167551009962
"Sebastian-Vero Beach, FL MSA",1.42397584225367,0.808315009396077,1.30976011284097,1.27953289353772
"State College, PA MSA",0.911993298418578,1.68775919074314,0.839110463651094,1.44915951647529
"Madera, CA MSA",0.485751444897533,0.66818957620494,0.785001337595605,0.537981665556332
"Jackson, MI MSA",0.34011549945122,0.306580396325309,0.301517535787073,0.326322098092976
"Chambersburg-Waynesboro, PA MSA",0.664254333417435,0.341672362782008,0.73641451589753,0.544552425504149
"Grand Junction, CO MSA",0.326365217216208,0.386175224975825,0.443838368375093,0.332283440627459
"Idaho Falls, ID MSA",0.672507114024147,1.41082340683387,0.598324394850571,0.43939520536266
"Elizabethtown-Fort Knox, KY MSA",2.09585875422135,1.55840896060516,0.824523890683996,0.413550781825365
"Niles, MI MSA",0.801457745037132,1.50021502032674,0.247716095331788,0.299201288390379
"Homosassa Springs, FL MSA",4.40030200321026,5.97006417515822,1.19155664470249,1.73571804740342
"Decatur, AL MSA",0.409022014626319,0.366261463212559,0.402240183793238,0.335761341692237
"Hanford-Corcoran, CA MSA",0.782869790492429,0.718387333002495,1.0358305234851,1.83917884736184
"Wichita Falls, TX MSA",0.314051996751375,0.301976206511141,0.359001835039597,3.2627600359836
"Santa Fe, NM MSA",0.444384464890149,0.405255653960056,0.610468999836732,0.981836931697144
"Bangor, ME MSA",0.427807642531193,0.45504406925197,0.472787144835474,0.496101072375934
"Alexandria, LA MSA",0.474158949144167,0.448154422953921,0.418554591595595,0.557224387293506
"Monroe, MI MSA",0.329744897007036,0.326730858684619,1.58784640321515,3.14166596111634
"Dothan, AL MSA",0.284057266883843,0.265195566681781,0.750611990258474,0.393863438147255
"Jefferson City, MO MSA",0.823031969116936,0.681147635249132,0.599703992523866,0.56514726720546
